"","AU","TI","Screen1_Assessed","Screen1_MissingDetails","Screen1_GoldStar","Screen1_Reject","Screen1_RejectNOTEntreP","Screen1_VaguelyRelevent","Screen1_Women","Screen1_EntreP","Screen1_EAfrica","Screen1_Example","Screen1_Notes"
"874","Serra R;Davidson Ka","Selling together: the benefits of cooperatives to women honey producers in ethiopia",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"875","Sesan T","Navigating the limitations of energy poverty: lessons from the promotion of improved cooking technologies in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"876","Sforza C;Dolci C;Gibelli Dm;Codari;Marina M;Pucciarelli V;Ferrario Vf;Elamin;Fadil F","Age-related and sex-related changes in the normal soft tissue profile of native northern sudanese subjects: a cross-sectional study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"877","Sforza C;Dolci C;Tommasi Dg;Pisoni;Luca L;De Menezes M;Elamin F","Three-dimensional facial distances of northern sudanese persons from childhood to young adulthood",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"878","Sforza C;Elamin F;Tommasi Dg;Dolci;Claudia C;Ferrario Vf","Morphometry of the soft tissues of the orbital region in northern sudanese persons",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"879","Shapo He;Arabi Da","Assessment of women agroforestry practices in refugee settlement in eastern sudan",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"880","Sharp R;Vodanovic L","Professional and personal identity, precarity and discrimination in global arts journalism",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"881","Shepard Ds;Halasa-Rappel Ya;Rowlands Kr;Kulchyckyj M;Basaza Rk;Otieno Ed;Mutatina B;Kariuki S;Musange Sf","Economic analysis of a new four-panel rapid screening test in antenatal care in kenya, rwanda, and uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"882","Shibata R;Cardey S;Dorward P","Gendered intra-household decision-making dynamics in agricultural innovation processes: assets, norms and bargaining power",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"883","Shroff Fm;Tsang R;Schwartz N;Alkhadragy;Rania R;Vora K","And still she rises: policies for improving women's health for a more equitable post-pandemic world",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"884","Siddika A;Sarwar A","Socio and macroeconomic determinants of mobile money adoption: a cross-cultural study of selected mena and sub-saharan countries",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"885","Sifuna Dn","A review of major obstacles to women's participation in higher education in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"886","Signorelli Mc;Hillel S;De Oliveira D;Canavese C;Ayala Quintanilla Bp;Hegarty K;Taft A","Voices from low-income and middle income countries: a systematic review protocol of primary healthcare interventions within public health systems addressing intimate partner violence against women",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"systematic review"
"887","Sikhunyana Z;Mishi S","Access, participation and socio-economic benefits of blue versus green economy: a systematic literature review",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"systematic review"
"888","Sikundla T;Mushunje A;Akinyemi Be","Socioeconomic drivers of mobile phone adoption for marketing among smallholder irrigation farmers in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"889","Silolo Md;Oladele Oi","Socio-economic and job characteristics among farm workers in mafikeng municipality south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"890","Simmonds S;Roux C;Ter Avest I","Blurring the boundaries between photovoice and narrative inquiry: a narrative-photovoice methodology for gender-based research",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"891","Simon E;Mushi A","Ehealth as the trigger initiative that may foster development in health care delivery in tanzania",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"892","Singbo A;Quarshies J;Bonou A;Lokossou;Jourdain J;Fatondji D;Dandedjrohoun L","Improving women's purchasing power through land-enhancing technologies: the case of bio-reclamation of degraded lands in niger",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"893","Singh S","Ethnic fashion designers, entrepreneurs and family businesses: an african marketing perspective",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"894","Sinha C;Schryer-Roy Am","Digital health, gender and health equity: invisible imperatives",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"895","Sinnes A","Approaches to gender equity in science education: three alternatives and two examples",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"896","Sinyolo S","Technology adoption and household food security among rural households in south africa: the role of improved maize varieties",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"897","Smaldone Gj","The hazards of love: family formation against the financial environment of slavery in pre-revolutionary haiti",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"898","Smith Kg","E-learning for africa: the relevance of odel methods for theological education in africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"899","Smith Ma;White Am;Bernot Km;Petty;Cailisha L. Cl;White Cd;Byfield Ge;Newman;Robert H. Rh;Coomans Rj;Rorie Cj","A cultural shift: a transformative approach to advising stem students at an hbcu",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"900","Snapp Ss;Silim Sn","Farmer preferences and legume intensification for low nutrient environments",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"901","Snider A;Adraki Pk;Lolig V;Mcnamara P;E. E","Assessing gendered impacts of post-harvest technologies in northern ghana: gender equity and food security",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"902","Sole T;Wagner C","Understanding domestic fuel use practices in an urban township",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"903","Sommavilla E;Turrini Mc","Freshwater - the basis of an economic development and democracy plan: a case study for merka (somalia)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"904","Sowon K;Maliwichi P;Chigona W","The influence of design and implementation characteristics on the use of maternal mobile health interventions in kenya: systematic literature review",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"systematic review"
"905","Sparrow Ad;Traore A","Limits to the applicability of the innovation platform approach for agricultural development in west africa: socio-economic factors constrain stakeholder engagement and confidence",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"906","Spiegel S;Keane S;Metcalf S;Veiga M","Implications of the minamata convention on mercury for informal gold mining in sub-saharan africa: from global policy debates to grassroots implementation?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"907","Stafstrom M;Agardh A","Socio-economic determinants for alcohol consumption and heavy episodic drinking in a ugandan student population",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"908","Stark L;Mutumba M;Ssewamala F;Brathwaite;Rachel R;Brown Ds;Atwebembere R;Mwebembezi A","Protocol for a discrete choice experiment: understanding preferences for seeking health services for survivors of sexual violence in uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"676","Mujinga M;Eloff Mm;Kroeze Jh","System usability scale evaluation of online banking services: a south african study",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"677","Mukama M;Musango Jk;Smit S;Ceschin F;Petrulaityte A","Development of living labs to support gendered energy technology innovation in poor urban environments",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"678","Mukoki J;Andabati Dc;Mukisa I;Musoke E","Female labor force participation under the pandemic: evidence from the 2020 uganda high-frequency phone survey on covid-19",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"679","Mulvey Kl;Cerda-Smith J;Joy A;Mathews C;Ozturk E","Factors that predict adolescents' engagement with stem in and out of school",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"680","Mumporeze N;Prieler M","Gender digital divide in rwanda: a qualitative analysis of socioeconomic factors",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"681","Munoz-Hernandez S;Osman I","Using a productive distance phd program to empower women in academia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"682","Munthali J","Mapping out key pressing current issues and knowledge gaps in access, participation and challenges of gender and higher education in multiple african contexts",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"683","Murage Aw;Midega Cao;Pittchar Jo;Pickett J;A. A;Khan Zr","Determinants of adoption of climate-smart push-pull technology for enhanced food security through integrated pest management in eastern africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"684","Murage Aw;Obare G;Chianu J;Amudavi Dm;Pickett J;Khan Zr","Duration analysis of technology adoption effects of dissemination pathways: a case of `push-pull' technology for control of <i>striga</i> weeds and stemborers in western kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"685","Murage Aw;Pittchar Jo;Midega Cao;Onyango C;O. O;Khan Zr","Gender specific perceptions and adoption of the climate-smart push-pull technology in eastern africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"686","Muriithi Bw;Gathogo Ng;Diiro Gm;Kidoido Mm;Nyanganga Mo;Masiga Dk","Farmer perceptions and willingness to pay for novel livestock pest control technologies: a case of tsetse repellent collar in kwale county in kenya",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"687","Murphy Jt","Making the energy transition in rural east africa: is leapfrogging an alternative?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"688","Murray U;Gebremedhin Z;Brychkova G;Spillane;Charles C","Smallholder farmers and climate smart agriculture: technology and labor-productivity constraints amongst women smallholders in malawi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"689","Murris K;Scott F;Thomsen Bs;Dixon K;Giorza T;Peers J;Lawrence C","Researching digital inequalities in children's play with technology in south africa",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"690","Murshed M","Pathways to clean cooking fuel transition in low and middle income sub-saharan african countries: the relevance of improving energy use efficiency",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"691","Museba Tj;Ranganai E;Gianfrate G","Customer perception of adoption and use of digital financial services and mobile money services in uganda",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"692","Musiimenta A;Tumuhimbise W;Atukunda Ec;Mugaba At;Asasira J;Katusiime J;Zender;Raphael R;Pinkwart N;Mugyenyi Gr;Haberer;Jessica E. Je","A mobile health app may improve maternal and child health knowledge and practices among rural women with limited education in uganda: a pilot randomized controlled trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"693","Musiimenta A;Tumuhimbise W;Pinkwart N;Katusiime J;Mugyenyi G;Atukunda Ec","A mobile phone-based multimedia intervention to support maternal health is acceptable and feasible among illiterate pregnant women in uganda: qualitative findings from a pilot randomized controlled trial",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"694","Mutanu L;Njuguna A;Wambalaba A","Leveraging women participation in entrepreneurship through mobile technology",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"555","Langat Ec;Mohiddin A;Kidere F;Omar A;Akuno J;Naanyu V;Temmerman M","Challenges and opportunities for improving access to adolescent and youth sexual and reproductive health services and information in the coastal counties of kenya: a qualitative study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"556","Larsson Cw;Svensson J","Mobile phones in the transformation of the informal economy: stories from market women in kampala, uganda",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"557","Lavelle Jj","An analysis of access in devil's claw (<i>harpagophytum</i> spp.) Harvesting and trade in namibia",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"558","Lee K;Miguel E;Wolfram C","Experimental evidence on the economics of rural electrification",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"559","Lee M;Gambiza J","The adoption of conservation agriculture by smallholder farmers in southern africa: a scoping review of barriers and enablers",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"560","Lee S;Begley Ce;Morgan R;Chan W;Kim Sy","Addition of mhealth (mobile health) for family planning support in kenya: disparities in access to mobile phones and associations with contraceptive knowledge and use",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"561","Lehoux P;Silva Hp;Sabio Rp;Roncarolo F","The unexplored contribution of responsible innovation in health to sustainable development goals",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"562","Leong Td;Nel J;Jamieson L;Osih R;Dawood H;Subedar H;Mccaul M;Johnson;Leigh F. Lf;Cohen K","A review and economic analysis of the dapivirine vaginal ring as hiv pre-exposure prophylaxis for women, to inform south african public-sector guidelines",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"only interested because its a systematic review "
"563","Leopeng B;Langa M","Black middle-class masculinities in postapartheid south africa: consumerism, fashion and the portrayal of masculine identities in <i>destiny man</i> magazine",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"564","Lerman R;Ratcliffe C;Salzman H;Wissoker;Douglas D;Meagher J","Does the digital divide extend to minority- and women-owned small businesses?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"565","Levavi-Sivan B;Bogerd J;Mananos El;Gomez A;Lareyre Jj","Perspectives on fish gonadotropins and their receptors",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"566","Li R","Platformisation practice for emancipation or subordination? A multimodal critical discourse study of self-presentations of african-chinese families on douyin",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"567","Lihoussou M;Limbourg S","Towards a sustainable production of maize and soybean in the department of borgou",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"568","Loaba S","The impact of mobile banking services on saving behavior in west africa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"569","Lodin Jb;Paulson S;Mugenyi Ms","New seeds, gender norms and labor dynamics in hoima district, uganda",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"570","Loewenson R;Nolen Lb;Wamala S","Globalisation and women's health in sub-saharan africa: would paying attention to women's occupational roles improve nutritional outcomes?",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"571","Lofters A;Devotta K;Prakash V;Vahabi;Mandana M","Understanding the acceptability and uptake of hpv self-sampling amongst women under- or never-screened for cervical cancer in toronto (ontario, canada): an intervention study protocol",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"572","Lotriet H","Community and large-scale digital transformation for poverty eradication and economic growth in africa: a rapid review of existing research for the period 2013-2023",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"does mobile money fall into digital transformation (dt)?"
"573","Lotto J","Examination of the status of financial inclusion and its determinants in tanzania",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"574","Louw Q;Kriel Ri;Brink Y;Van;Niekerk Sm;Tawa N","Perspectives of spinal health within the school setting in a south african rural region: a qualitative study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"575","Love D;Twomlow S;Mupangwa W;Van Der Zaag;Pieter P;Gumbo B","Implementing the millennium development food security goals - challenges of the southern african context",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"576","Lu A;Bergman Tj;Mccann C;Stinespring-Harris A;Beehner Jc","Growth trajectories in wild geladas (<i>theropithecus gelada</i>)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"577","Lu Y;Mcanany Sj;Hecht Ac;Cho Sk;Qureshi Sa","Utilization trends of cervical artificial disc replacement after fda approval compared with anterior cervical fusion <i>adoption of new technology</i>",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"578","Lubua Ew;Pretorius P","The impact of demographic factors to the adoption of social commerce in tanzania",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"579","Luna Jk","`pesticides are our children now': cultural change and the technological treadmill in the burkina faso cotton sector",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"580","Luo B;Khan Aa;Ali Mas;Yu;Jin J","An evaluation of influencing factors and public attitudes for the adoption of biogas system in rural communities to overcome energy crisis: a case study of pakistan",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"581","Luo C;Jiang S","The knowledge map of gender equality in cross-cultural communication: a bibliometric approach",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"582","Lynch I;Nowosenetz T","An exploratory study of students' constructions of gender in science, engineering and technology",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"583","Mabhaudhi T;Chibarabada Tp;Sikka A","Status of integrated crop-livestock research in the mixed farming systems of the global south: a scoping study",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"584","Macharia Jw","Role of ict in socio-economic development in kenya: demystifying gender empowerment through mobile telephony",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,""
"585","Macharia P;Moore S;Thomann M;Mwangi;Peninah P;Kombo B;King R;Lazarus L;Lorway R","The precarity of mobile loan debt and repayment among female sex workers in nairobi, kenya: implications for sexual health",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
"586","Madhou M;Moosun Sb;Nagowah Dnm","Using research and development indicators to shape innovation in mauritius",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,""
